,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
0,1989,ANDHRA PRADESH,SRIKAKULAM,INC,47.7
1,1989,ANDHRA PRADESH,SRIKAKULAM,TDP,39.41
2,1989,ANDHRA PRADESH,SRIKAKULAM,IND,10.81
3,1989,ANDHRA PRADESH,SRIKAKULAM,IND,2.08
4,1989,ANDHRA PRADESH,PARVATHIPURAM (ST),INC,51.55
5,1989,ANDHRA PRADESH,PARVATHIPURAM (ST),ICS(SCS),43.81
6,1989,ANDHRA PRADESH,PARVATHIPURAM (ST),IND,3.11
7,1989,ANDHRA PRADESH,PARVATHIPURAM (ST),IND,1.54
8,1989,ANDHRA PRADESH,BOBBILI,TDP,53.27
9,1989,ANDHRA PRADESH,BOBBILI,INC,46.73
10,1989,ANDHRA PRADESH,VISAKHAPATNAM,INC,50.31
11,1989,ANDHRA PRADESH,VISAKHAPATNAM,TDP,46.63
12,1989,ANDHRA PRADESH,VISAKHAPATNAM,BSP,1.05
13,1989,ANDHRA PRADESH,VISAKHAPATNAM,IND,1.05
14,1989,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.61
15,1989,ANDHRA PRADESH,VISAKHAPATNAM,IND,0.35
16,1989,ANDHRA PRADESH,BHADRACHALAM (ST),INC,48.58
17,1989,ANDHRA PRADESH,BHADRACHALAM (ST),CPI,44.28
18,1989,ANDHRA PRADESH,BHADRACHALAM (ST),IND,4.79
19,1989,ANDHRA PRADESH,BHADRACHALAM (ST),IND,2.36
20,1989,ANDHRA PRADESH,ANAKAPALLI,INC,47.21
21,1989,ANDHRA PRADESH,ANAKAPALLI,TDP,47.21
22,1989,ANDHRA PRADESH,ANAKAPALLI,IND,5.59
23,1989,ANDHRA PRADESH,KAKINADA,INC,54.45
24,1989,ANDHRA PRADESH,KAKINADA,TDP,42.67
25,1989,ANDHRA PRADESH,KAKINADA,IND,1.67
26,1989,ANDHRA PRADESH,KAKINADA,BSP,1.21
27,1989,ANDHRA PRADESH,RAJAHMUNDRY,INC,53.63
28,1989,ANDHRA PRADESH,RAJAHMUNDRY,TDP,45.53
29,1989,ANDHRA PRADESH,RAJAHMUNDRY,(JP),0.34
30,1989,ANDHRA PRADESH,RAJAHMUNDRY,IND,0.27
31,1989,ANDHRA PRADESH,RAJAHMUNDRY,BSP,0.23
32,1989,ANDHRA PRADESH,AMALAPURAM (SC),INC,53.68
33,1989,ANDHRA PRADESH,AMALAPURAM (SC),TDP,45.02
34,1989,ANDHRA PRADESH,AMALAPURAM (SC),BSP,0.73
35,1989,ANDHRA PRADESH,AMALAPURAM (SC),IND,0.44
36,1989,ANDHRA PRADESH,AMALAPURAM (SC),IND,0.13
37,1989,ANDHRA PRADESH,NARASAPUR,TDP,50.31
38,1989,ANDHRA PRADESH,NARASAPUR,INC,48.23
39,1989,ANDHRA PRADESH,NARASAPUR,IND,0.5
40,1989,ANDHRA PRADESH,NARASAPUR,IND,0.46
41,1989,ANDHRA PRADESH,NARASAPUR,(JP),0.31
42,1989,ANDHRA PRADESH,NARASAPUR,IND,0.19
43,1989,ANDHRA PRADESH,ELURU,INC,54.36
44,1989,ANDHRA PRADESH,ELURU,TDP,44.91
45,1989,ANDHRA PRADESH,ELURU,IND,0.29
46,1989,ANDHRA PRADESH,ELURU,IND,0.26
47,1989,ANDHRA PRADESH,ELURU,IND,0.18
48,1989,ANDHRA PRADESH,MACHILIPATNAM,INC,52.06
49,1989,ANDHRA PRADESH,MACHILIPATNAM,TDP,45.67
50,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,1.16
51,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,0.3
52,1989,ANDHRA PRADESH,MACHILIPATNAM,BSP,0.24
53,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,0.2
54,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,0.19
55,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,0.11
56,1989,ANDHRA PRADESH,MACHILIPATNAM,IND,0.06
57,1989,ANDHRA PRADESH,VIJAYAWADA,INC,52.69
58,1989,ANDHRA PRADESH,VIJAYAWADA,TDP,45.46
59,1989,ANDHRA PRADESH,VIJAYAWADA,BSP,0.6
60,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.42
61,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.18
62,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.18
63,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.14
64,1989,ANDHRA PRADESH,VIJAYAWADA,VJS,0.14
65,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.12
66,1989,ANDHRA PRADESH,VIJAYAWADA,IND,0.08
67,1989,ANDHRA PRADESH,TENALI,INC,54.6
68,1989,ANDHRA PRADESH,TENALI,TDP,44.44
69,1989,ANDHRA PRADESH,TENALI,RPK,0.4
70,1989,ANDHRA PRADESH,TENALI,IND,0.29
71,1989,ANDHRA PRADESH,TENALI,IND,0.27
72,1989,ANDHRA PRADESH,GUNTUR,INC,53.95
73,1989,ANDHRA PRADESH,GUNTUR,TDP,45.28
74,1989,ANDHRA PRADESH,GUNTUR,(JP),0.25
75,1989,ANDHRA PRADESH,GUNTUR,IND,0.22
76,1989,ANDHRA PRADESH,GUNTUR,IND,0.16
77,1989,ANDHRA PRADESH,GUNTUR,IND,0.13
78,1989,ANDHRA PRADESH,BAPATLA,INC,52.15
79,1989,ANDHRA PRADESH,BAPATLA,BJP,45.9
80,1989,ANDHRA PRADESH,BAPATLA,IND,1.1
81,1989,ANDHRA PRADESH,BAPATLA,IND,0.48
82,1989,ANDHRA PRADESH,BAPATLA,IND,0.37
83,1989,ANDHRA PRADESH,NARASARAOPET,INC,53.26
84,1989,ANDHRA PRADESH,NARASARAOPET,TDP,44.56
85,1989,ANDHRA PRADESH,NARASARAOPET,BSP,0.5
86,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.45
87,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.28
88,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.28
89,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.25
90,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.17
91,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.14
92,1989,ANDHRA PRADESH,NARASARAOPET,IND,0.11
93,1989,ANDHRA PRADESH,ONGOLE,INC,56.07
94,1989,ANDHRA PRADESH,ONGOLE,TDP,42.29
95,1989,ANDHRA PRADESH,ONGOLE,IND,0.57
96,1989,ANDHRA PRADESH,ONGOLE,IND,0.39
97,1989,ANDHRA PRADESH,ONGOLE,IND,0.37
98,1989,ANDHRA PRADESH,ONGOLE,IND,0.2
99,1989,ANDHRA PRADESH,ONGOLE,IND,0.12
100,1989,ANDHRA PRADESH,NELLORE (SC),INC,52.83
101,1989,ANDHRA PRADESH,NELLORE (SC),TDP,42.78
102,1989,ANDHRA PRADESH,NELLORE (SC),IND,2.44
103,1989,ANDHRA PRADESH,NELLORE (SC),BSP,0.6
104,1989,ANDHRA PRADESH,NELLORE (SC),IND,0.38
105,1989,ANDHRA PRADESH,NELLORE (SC),IND,0.32
106,1989,ANDHRA PRADESH,NELLORE (SC),IND,0.29
107,1989,ANDHRA PRADESH,NELLORE (SC),IND,0.28
108,1989,ANDHRA PRADESH,NELLORE (SC),IND,0.09
109,1989,ANDHRA PRADESH,TIRUPATHI (SC),INC,54.36
110,1989,ANDHRA PRADESH,TIRUPATHI (SC),TDP,44.66
111,1989,ANDHRA PRADESH,TIRUPATHI (SC),BSP,0.32
112,1989,ANDHRA PRADESH,TIRUPATHI (SC),IND,0.23
113,1989,ANDHRA PRADESH,TIRUPATHI (SC),IND,0.22
114,1989,ANDHRA PRADESH,TIRUPATHI (SC),IND,0.21
115,1989,ANDHRA PRADESH,CHITTOOR,INC,54.83
116,1989,ANDHRA PRADESH,CHITTOOR,TDP,43.25
117,1989,ANDHRA PRADESH,CHITTOOR,BSP,0.61
118,1989,ANDHRA PRADESH,CHITTOOR,IND,0.37
119,1989,ANDHRA PRADESH,CHITTOOR,IND,0.34
120,1989,ANDHRA PRADESH,CHITTOOR,IND,0.23
121,1989,ANDHRA PRADESH,CHITTOOR,IND,0.21
122,1989,ANDHRA PRADESH,CHITTOOR,IND,0.15
123,1989,ANDHRA PRADESH,RAJAMPET,INC,51.93
124,1989,ANDHRA PRADESH,RAJAMPET,TDP,46.07
125,1989,ANDHRA PRADESH,RAJAMPET,IND,0.96
126,1989,ANDHRA PRADESH,RAJAMPET,(JP),0.65
127,1989,ANDHRA PRADESH,RAJAMPET,IND,0.26
128,1989,ANDHRA PRADESH,RAJAMPET,IND,0.14
129,1989,ANDHRA PRADESH,CUDDAPAH,INC,60.16
130,1989,ANDHRA PRADESH,CUDDAPAH,TDP,39.28
131,1989,ANDHRA PRADESH,CUDDAPAH,IND,0.28
132,1989,ANDHRA PRADESH,CUDDAPAH,IND,0.27
133,1989,ANDHRA PRADESH,HINDUPUR,INC,50.17
134,1989,ANDHRA PRADESH,HINDUPUR,TDP,49.83
135,1989,ANDHRA PRADESH,ANANTAPUR,INC,53.85
136,1989,ANDHRA PRADESH,ANANTAPUR,TDP,44.69
137,1989,ANDHRA PRADESH,ANANTAPUR,BSP,1.0
138,1989,ANDHRA PRADESH,ANANTAPUR,IND,0.46
139,1989,ANDHRA PRADESH,KURNOOL,INC,57.89
140,1989,ANDHRA PRADESH,KURNOOL,TDP,40.32
141,1989,ANDHRA PRADESH,KURNOOL,IND,0.88
142,1989,ANDHRA PRADESH,KURNOOL,IND,0.75
143,1989,ANDHRA PRADESH,KURNOOL,IND,0.16
144,1989,ANDHRA PRADESH,NANDYAL,INC,53.63
145,1989,ANDHRA PRADESH,NANDYAL,TDP,45.48
146,1989,ANDHRA PRADESH,NANDYAL,IND,0.48
147,1989,ANDHRA PRADESH,NANDYAL,(JP),0.41
148,1989,ANDHRA PRADESH,NAGARKURNOOL (SC),INC,53.95
149,1989,ANDHRA PRADESH,NAGARKURNOOL (SC),TDP,43.37
150,1989,ANDHRA PRADESH,NAGARKURNOOL (SC),BSP,2.01
151,1989,ANDHRA PRADESH,NAGARKURNOOL (SC),IND,0.68
152,1989,ANDHRA PRADESH,MAHABUBNAGAR,INC,51.99
153,1989,ANDHRA PRADESH,MAHABUBNAGAR,JD,41.19
154,1989,ANDHRA PRADESH,MAHABUBNAGAR,MIM,2.23
155,1989,ANDHRA PRADESH,MAHABUBNAGAR,IND,1.65
156,1989,ANDHRA PRADESH,MAHABUBNAGAR,BSP,1.36
157,1989,ANDHRA PRADESH,MAHABUBNAGAR,(JP),0.99
158,1989,ANDHRA PRADESH,MAHABUBNAGAR,IND,0.45
159,1989,ANDHRA PRADESH,MAHABUBNAGAR,IND,0.15
160,1989,ANDHRA PRADESH,HYDERABAD,MIM,45.91
161,1989,ANDHRA PRADESH,HYDERABAD,TDP,30.77
162,1989,ANDHRA PRADESH,HYDERABAD,INC,21.63
163,1989,ANDHRA PRADESH,HYDERABAD,IND,0.44
164,1989,ANDHRA PRADESH,HYDERABAD,IND,0.23
165,1989,ANDHRA PRADESH,HYDERABAD,IND,0.21
166,1989,ANDHRA PRADESH,HYDERABAD,IND,0.17
167,1989,ANDHRA PRADESH,HYDERABAD,BSP,0.17
168,1989,ANDHRA PRADESH,HYDERABAD,IND,0.16
169,1989,ANDHRA PRADESH,HYDERABAD,LKP,0.09
170,1989,ANDHRA PRADESH,HYDERABAD,IND,0.09
171,1989,ANDHRA PRADESH,HYDERABAD,IND,0.07
172,1989,ANDHRA PRADESH,HYDERABAD,IND,0.06
173,1989,ANDHRA PRADESH,SECUNDERABAD,INC,53.88
174,1989,ANDHRA PRADESH,SECUNDERABAD,JD,31.06
175,1989,ANDHRA PRADESH,SECUNDERABAD,MIM,11.86
176,1989,ANDHRA PRADESH,SECUNDERABAD,SOP(L),0.44
177,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.44
178,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.38
179,1989,ANDHRA PRADESH,SECUNDERABAD,BSP,0.25
180,1989,ANDHRA PRADESH,SECUNDERABAD,MCPI,0.23
181,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.22
182,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.22
183,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.16
184,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.12
185,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.1
186,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.1
187,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.08
188,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.07
189,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.07
190,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.06
191,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.06
192,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.06
193,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.05
194,1989,ANDHRA PRADESH,SECUNDERABAD,DLP,0.05
195,1989,ANDHRA PRADESH,SECUNDERABAD,IND,0.03
196,1989,ANDHRA PRADESH,SIDDIPET (SC),INC,52.45
197,1989,ANDHRA PRADESH,SIDDIPET (SC),TDP,40.41
198,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,2.71
199,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,2.3
200,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,1.19
201,1989,ANDHRA PRADESH,SIDDIPET (SC),IND,0.94
202,1989,ANDHRA PRADESH,MEDAK,INC,54.42
203,1989,ANDHRA PRADESH,MEDAK,TDP,40.79
204,1989,ANDHRA PRADESH,MEDAK,IND,1.83
205,1989,ANDHRA PRADESH,MEDAK,IND,1.11
206,1989,ANDHRA PRADESH,MEDAK,IND,0.71
207,1989,ANDHRA PRADESH,MEDAK,(JP),0.69
208,1989,ANDHRA PRADESH,MEDAK,IND,0.26
209,1989,ANDHRA PRADESH,MEDAK,IND,0.2
210,1989,ANDHRA PRADESH,NIZAMABAD,INC,45.42
211,1989,ANDHRA PRADESH,NIZAMABAD,TDP,41.7
212,1989,ANDHRA PRADESH,NIZAMABAD,MIM,10.43
213,1989,ANDHRA PRADESH,NIZAMABAD,BSP,1.09
214,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.76
215,1989,ANDHRA PRADESH,NIZAMABAD,IND,0.61
216,1989,ANDHRA PRADESH,ADILABAD,INC,52.52
217,1989,ANDHRA PRADESH,ADILABAD,TDP,44.49
218,1989,ANDHRA PRADESH,ADILABAD,IND,1.5
219,1989,ANDHRA PRADESH,ADILABAD,IND,1.14
220,1989,ANDHRA PRADESH,ADILABAD,IND,0.34
221,1989,ANDHRA PRADESH,PEDDAPALLI (SC),INC,50.05
222,1989,ANDHRA PRADESH,PEDDAPALLI (SC),TDP,45.27
223,1989,ANDHRA PRADESH,PEDDAPALLI (SC),BSP,2.45
224,1989,ANDHRA PRADESH,PEDDAPALLI (SC),IND,2.23
225,1989,ANDHRA PRADESH,KARIMNAGAR,INC,44.95
226,1989,ANDHRA PRADESH,KARIMNAGAR,TDP,39.38
227,1989,ANDHRA PRADESH,KARIMNAGAR,IND,3.86
228,1989,ANDHRA PRADESH,KARIMNAGAR,IND,2.99
229,1989,ANDHRA PRADESH,KARIMNAGAR,IND,2.92
230,1989,ANDHRA PRADESH,KARIMNAGAR,(JP),1.59
231,1989,ANDHRA PRADESH,KARIMNAGAR,BSP,1.59
232,1989,ANDHRA PRADESH,KARIMNAGAR,(B),0.74
233,1989,ANDHRA PRADESH,KARIMNAGAR,LKP,0.62
234,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.58
235,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.55
236,1989,ANDHRA PRADESH,KARIMNAGAR,IND,0.24
237,1989,ANDHRA PRADESH,HANAMKONDA,INC,50.66
238,1989,ANDHRA PRADESH,HANAMKONDA,BJP,40.31
239,1989,ANDHRA PRADESH,HANAMKONDA,MCPI,4.41
240,1989,ANDHRA PRADESH,HANAMKONDA,IND,2.46
241,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.98
242,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.85
243,1989,ANDHRA PRADESH,HANAMKONDA,IND,0.33
244,1989,ANDHRA PRADESH,WARANGAL,INC,45.81
245,1989,ANDHRA PRADESH,WARANGAL,TDP,37.86
246,1989,ANDHRA PRADESH,WARANGAL,MCPI,10.56
247,1989,ANDHRA PRADESH,WARANGAL,IND,3.08
248,1989,ANDHRA PRADESH,WARANGAL,IND,1.44
249,1989,ANDHRA PRADESH,WARANGAL,IND,1.25
250,1989,ANDHRA PRADESH,KHAMMAM,INC,49.68
251,1989,ANDHRA PRADESH,KHAMMAM,CPM,42.1
252,1989,ANDHRA PRADESH,KHAMMAM,IND,6.38
253,1989,ANDHRA PRADESH,KHAMMAM,IND,0.96
254,1989,ANDHRA PRADESH,KHAMMAM,IND,0.88
255,1989,ANDHRA PRADESH,NALGONDA,INC,47.99
256,1989,ANDHRA PRADESH,NALGONDA,CPI,42.37
257,1989,ANDHRA PRADESH,NALGONDA,MIM,5.44
258,1989,ANDHRA PRADESH,NALGONDA,BSP,2.37
259,1989,ANDHRA PRADESH,NALGONDA,IND,1.1
260,1989,ANDHRA PRADESH,NALGONDA,IND,0.46
261,1989,ANDHRA PRADESH,NALGONDA,IND,0.28
262,1989,ANDHRA PRADESH,MIRYALGUDA,INC,50.37
263,1989,ANDHRA PRADESH,MIRYALGUDA,CPM,45.92
264,1989,ANDHRA PRADESH,MIRYALGUDA,BSP,1.58
265,1989,ANDHRA PRADESH,MIRYALGUDA,IND,1.1
266,1989,ANDHRA PRADESH,MIRYALGUDA,IND,1.03
267,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,INC,42.13
268,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,PPA,36.97
269,1989,ARUNACHAL PRADESH,ARUNACHAL WEST,IND,20.9
270,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,INC,59.58
271,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,PPA,33.07
272,1989,ARUNACHAL PRADESH,ARUNACHAL EAST,IND,7.35
273,1989,BIHAR,BAGAHA (SC),JD,59.52
274,1989,BIHAR,BAGAHA (SC),INC,36.97
275,1989,BIHAR,BAGAHA (SC),IND,1.47
276,1989,BIHAR,BAGAHA (SC),(B),1.03
277,1989,BIHAR,BAGAHA (SC),DDP,1.0
278,1989,BIHAR,BETTIAH,JD,40.94
279,1989,BIHAR,BETTIAH,CPI,31.47
280,1989,BIHAR,BETTIAH,INC,21.15
281,1989,BIHAR,BETTIAH,IND,3.32
282,1989,BIHAR,BETTIAH,BJS,1.17
283,1989,BIHAR,BETTIAH,DDP,0.43
284,1989,BIHAR,BETTIAH,IND,0.36
285,1989,BIHAR,BETTIAH,IND,0.25
286,1989,BIHAR,BETTIAH,(B),0.24
287,1989,BIHAR,BETTIAH,IND,0.2
288,1989,BIHAR,BETTIAH,IND,0.17
289,1989,BIHAR,BETTIAH,IND,0.13
290,1989,BIHAR,BETTIAH,IND,0.12
291,1989,BIHAR,BETTIAH,IND,0.06
292,1989,BIHAR,MOTIHARI,BJP,46.61
293,1989,BIHAR,MOTIHARI,CPI,32.24
294,1989,BIHAR,MOTIHARI,INC,19.23
295,1989,BIHAR,MOTIHARI,DDP,0.98
296,1989,BIHAR,MOTIHARI,(JP),0.53
297,1989,BIHAR,MOTIHARI,(B),0.23
298,1989,BIHAR,MOTIHARI,IND,0.11
299,1989,BIHAR,MOTIHARI,IND,0.08
300,1989,BIHAR,GOPALGANJ,JD,63.02
301,1989,BIHAR,GOPALGANJ,INC,34.57
302,1989,BIHAR,GOPALGANJ,IND,0.75
303,1989,BIHAR,GOPALGANJ,IND,0.5
304,1989,BIHAR,GOPALGANJ,IND,0.3
305,1989,BIHAR,GOPALGANJ,IND,0.24
306,1989,BIHAR,GOPALGANJ,IND,0.22
307,1989,BIHAR,GOPALGANJ,IND,0.16
308,1989,BIHAR,GOPALGANJ,(B),0.13
309,1989,BIHAR,GOPALGANJ,IND,0.12
310,1989,BIHAR,SIWAN,BJP,60.52
311,1989,BIHAR,SIWAN,INC,31.78
312,1989,BIHAR,SIWAN,BSP,2.35
313,1989,BIHAR,SIWAN,IND,1.61
314,1989,BIHAR,SIWAN,IND,0.89
315,1989,BIHAR,SIWAN,IND,0.85
316,1989,BIHAR,SIWAN,DDP,0.33
317,1989,BIHAR,SIWAN,IND,0.31
318,1989,BIHAR,SIWAN,IND,0.18
319,1989,BIHAR,SIWAN,IND,0.17
320,1989,BIHAR,SIWAN,IND,0.15
321,1989,BIHAR,SIWAN,IND,0.14
322,1989,BIHAR,SIWAN,IND,0.14
323,1989,BIHAR,SIWAN,IND,0.11
324,1989,BIHAR,SIWAN,IND,0.11
325,1989,BIHAR,SIWAN,IND,0.1
326,1989,BIHAR,SIWAN,IND,0.08
327,1989,BIHAR,SIWAN,IND,0.07
328,1989,BIHAR,SIWAN,IND,0.07
329,1989,BIHAR,SIWAN,IND,0.04
330,1989,BIHAR,MAHARAJGANJ,JD,65.27
331,1989,BIHAR,MAHARAJGANJ,INC,28.18
332,1989,BIHAR,MAHARAJGANJ,(B),4.37
333,1989,BIHAR,MAHARAJGANJ,IND,0.31
334,1989,BIHAR,MAHARAJGANJ,IND,0.31
335,1989,BIHAR,MAHARAJGANJ,DDP,0.3
336,1989,BIHAR,MAHARAJGANJ,IND,0.29
337,1989,BIHAR,MAHARAJGANJ,IND,0.26
338,1989,BIHAR,MAHARAJGANJ,IND,0.19
339,1989,BIHAR,MAHARAJGANJ,IND,0.14
340,1989,BIHAR,MAHARAJGANJ,IND,0.12
341,1989,BIHAR,MAHARAJGANJ,IND,0.11
342,1989,BIHAR,MAHARAJGANJ,IND,0.09
343,1989,BIHAR,MAHARAJGANJ,IND,0.06
344,1989,BIHAR,CHAPRA,JD,51.14
345,1989,BIHAR,CHAPRA,(JP),29.41
346,1989,BIHAR,CHAPRA,INC,17.97
347,1989,BIHAR,CHAPRA,(B),0.44
348,1989,BIHAR,CHAPRA,IND,0.18
349,1989,BIHAR,CHAPRA,IND,0.16
350,1989,BIHAR,CHAPRA,BSP,0.14
351,1989,BIHAR,CHAPRA,IND,0.11
352,1989,BIHAR,CHAPRA,DDP,0.11
353,1989,BIHAR,CHAPRA,IND,0.06
354,1989,BIHAR,CHAPRA,IND,0.05
355,1989,BIHAR,CHAPRA,IND,0.04
356,1989,BIHAR,CHAPRA,IND,0.04
357,1989,BIHAR,CHAPRA,IND,0.04
358,1989,BIHAR,CHAPRA,IND,0.03
359,1989,BIHAR,CHAPRA,PVP,0.03
360,1989,BIHAR,CHAPRA,IND,0.03
361,1989,BIHAR,CHAPRA,IND,0.02
362,1989,BIHAR,HAJIPUR (SC),JD,84.08
363,1989,BIHAR,HAJIPUR (SC),INC,15.13
364,1989,BIHAR,HAJIPUR (SC),(B),0.31
365,1989,BIHAR,HAJIPUR (SC),PVP,0.25
366,1989,BIHAR,HAJIPUR (SC),DDP,0.23
367,1989,BIHAR,VAISHALI,JD,62.84
368,1989,BIHAR,VAISHALI,INC,32.5
369,1989,BIHAR,VAISHALI,IND,2.05
370,1989,BIHAR,VAISHALI,IND,1.08
371,1989,BIHAR,VAISHALI,SSD,0.35
372,1989,BIHAR,VAISHALI,IND,0.2
373,1989,BIHAR,VAISHALI,DDP,0.17
374,1989,BIHAR,VAISHALI,IND,0.14
375,1989,BIHAR,VAISHALI,IND,0.11
376,1989,BIHAR,VAISHALI,IND,0.08
377,1989,BIHAR,VAISHALI,IND,0.08
378,1989,BIHAR,VAISHALI,IND,0.06
379,1989,BIHAR,VAISHALI,IND,0.06
380,1989,BIHAR,VAISHALI,IND,0.05
381,1989,BIHAR,VAISHALI,IND,0.05
382,1989,BIHAR,VAISHALI,IND,0.04
383,1989,BIHAR,VAISHALI,IND,0.03
384,1989,BIHAR,VAISHALI,IND,0.02
385,1989,BIHAR,VAISHALI,IND,0.02
386,1989,BIHAR,VAISHALI,IND,0.02
387,1989,BIHAR,VAISHALI,IND,0.02
388,1989,BIHAR,VAISHALI,IND,0.02
389,1989,BIHAR,VAISHALI,IND,0.02
390,1989,BIHAR,MUZAFFARPUR,JD,68.86
391,1989,BIHAR,MUZAFFARPUR,INC,29.02
392,1989,BIHAR,MUZAFFARPUR,(B),0.59
393,1989,BIHAR,MUZAFFARPUR,IND,0.35
394,1989,BIHAR,MUZAFFARPUR,IND,0.22
395,1989,BIHAR,MUZAFFARPUR,DDP,0.15
396,1989,BIHAR,MUZAFFARPUR,IND,0.13
397,1989,BIHAR,MUZAFFARPUR,IND,0.12
398,1989,BIHAR,MUZAFFARPUR,IND,0.1
399,1989,BIHAR,MUZAFFARPUR,IND,0.08
400,1989,BIHAR,MUZAFFARPUR,IND,0.08
401,1989,BIHAR,MUZAFFARPUR,IND,0.06
402,1989,BIHAR,MUZAFFARPUR,IND,0.06
403,1989,BIHAR,MUZAFFARPUR,IND,0.04
404,1989,BIHAR,MUZAFFARPUR,IND,0.04
405,1989,BIHAR,MUZAFFARPUR,IND,0.03
406,1989,BIHAR,MUZAFFARPUR,IND,0.03
407,1989,BIHAR,MUZAFFARPUR,IND,0.03
408,1989,BIHAR,MUZAFFARPUR,IND,0.01
409,1989,BIHAR,SITAMARHI,JD,51.88
410,1989,BIHAR,SITAMARHI,INC,25.48
411,1989,BIHAR,SITAMARHI,BJP,13.65
412,1989,BIHAR,SITAMARHI,(B),6.81
413,1989,BIHAR,SITAMARHI,IND,1.09
414,1989,BIHAR,SITAMARHI,SOP(L),0.43
415,1989,BIHAR,SITAMARHI,DDP,0.28
416,1989,BIHAR,SITAMARHI,DMM,0.24
417,1989,BIHAR,SITAMARHI,IND,0.13
418,1989,BIHAR,SHEOHAR,JD,74.11
419,1989,BIHAR,SHEOHAR,INC,23.85
420,1989,BIHAR,SHEOHAR,IND,0.57
421,1989,BIHAR,SHEOHAR,DDP,0.35
422,1989,BIHAR,SHEOHAR,(B),0.25
423,1989,BIHAR,SHEOHAR,IND,0.21
424,1989,BIHAR,SHEOHAR,IND,0.21
425,1989,BIHAR,SHEOHAR,IND,0.14
426,1989,BIHAR,SHEOHAR,SOP(L),0.11
427,1989,BIHAR,SHEOHAR,IND,0.08
428,1989,BIHAR,SHEOHAR,IND,0.06
429,1989,BIHAR,SHEOHAR,IND,0.03
430,1989,BIHAR,SHEOHAR,IND,0.03
431,1989,BIHAR,MADHUBANI,CPI,50.15
432,1989,BIHAR,MADHUBANI,INC,24.45
433,1989,BIHAR,MADHUBANI,BJP,23.05
434,1989,BIHAR,MADHUBANI,DDP,1.07
435,1989,BIHAR,MADHUBANI,IND,0.55
436,1989,BIHAR,MADHUBANI,IND,0.25
437,1989,BIHAR,MADHUBANI,IND,0.13
438,1989,BIHAR,MADHUBANI,IND,0.13
439,1989,BIHAR,MADHUBANI,IND,0.11
440,1989,BIHAR,MADHUBANI,IND,0.1
441,1989,BIHAR,JHANJHARPUR,JD,63.8
442,1989,BIHAR,JHANJHARPUR,INC,33.85
443,1989,BIHAR,JHANJHARPUR,(B),0.72
444,1989,BIHAR,JHANJHARPUR,IND,0.26
445,1989,BIHAR,JHANJHARPUR,IND,0.25
446,1989,BIHAR,JHANJHARPUR,IND,0.23
447,1989,BIHAR,JHANJHARPUR,IND,0.22
448,1989,BIHAR,JHANJHARPUR,(JP),0.17
449,1989,BIHAR,JHANJHARPUR,IND,0.09
450,1989,BIHAR,JHANJHARPUR,DDP,0.07
451,1989,BIHAR,JHANJHARPUR,IND,0.07
452,1989,BIHAR,JHANJHARPUR,IND,0.07
