,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
36838,1999,UTTAR PRADESH,AMETHI,BSP,5.39
36839,1999,UTTAR PRADESH,AMETHI,SP,2.67
36840,1999,UTTAR PRADESH,AMETHI,IND,1.14
36841,1999,UTTAR PRADESH,AMETHI,IND,0.74
36842,1999,UTTAR PRADESH,AMETHI,IND,0.43
36843,1999,UTTAR PRADESH,AMETHI,IND,0.4
36844,1999,UTTAR PRADESH,AMETHI,IND,0.29
36845,1999,UTTAR PRADESH,AMETHI,AD,0.28
36846,1999,UTTAR PRADESH,AMETHI,IND,0.28
36847,1999,UTTAR PRADESH,AMETHI,IND,0.26
36848,1999,UTTAR PRADESH,AMETHI,IND,0.24
36849,1999,UTTAR PRADESH,AMETHI,ASP,0.23
36850,1999,UTTAR PRADESH,AMETHI,IND,0.17
36851,1999,UTTAR PRADESH,AMETHI,IND,0.15
36852,1999,UTTAR PRADESH,AMETHI,IND,0.15
36853,1999,UTTAR PRADESH,AMETHI,IND,0.15
36854,1999,UTTAR PRADESH,AMETHI,AJBP,0.13
36855,1999,UTTAR PRADESH,AMETHI,IND,0.13
36856,1999,UTTAR PRADESH,AMETHI,IND,0.13
36857,1999,UTTAR PRADESH,AMETHI,IND,0.12
36858,1999,UTTAR PRADESH,AMETHI,IND,0.12
36859,1999,UTTAR PRADESH,AMETHI,IND,0.08
36860,1999,UTTAR PRADESH,AMETHI,IND,0.06
36861,1999,UTTAR PRADESH,AMETHI,IND,0.05
36862,1999,UTTAR PRADESH,AMETHI,IND,0.04
36863,1999,UTTAR PRADESH,SULTANPUR,BSP,28.43
36864,1999,UTTAR PRADESH,SULTANPUR,SP,26.04
36865,1999,UTTAR PRADESH,SULTANPUR,IND,21.22
36866,1999,UTTAR PRADESH,SULTANPUR,INC,13.5
36867,1999,UTTAR PRADESH,SULTANPUR,IND,3.92
36868,1999,UTTAR PRADESH,SULTANPUR,AD,2.08
36869,1999,UTTAR PRADESH,SULTANPUR,NLP,1.69
36870,1999,UTTAR PRADESH,SULTANPUR,BRPP,1.07
36871,1999,UTTAR PRADESH,SULTANPUR,AJBP,0.45
36872,1999,UTTAR PRADESH,SULTANPUR,IND,0.37
36873,1999,UTTAR PRADESH,SULTANPUR,IND,0.33
36874,1999,UTTAR PRADESH,SULTANPUR,IND,0.27
36875,1999,UTTAR PRADESH,SULTANPUR,IND,0.22
36876,1999,UTTAR PRADESH,SULTANPUR,IND,0.19
36877,1999,UTTAR PRADESH,SULTANPUR,IND,0.11
36878,1999,UTTAR PRADESH,SULTANPUR,IND,0.09
36879,1999,UTTAR PRADESH,AKBARPUR (SC),BSP,35.16
36880,1999,UTTAR PRADESH,AKBARPUR (SC),SP,27.93
36881,1999,UTTAR PRADESH,AKBARPUR (SC),BJP,24.73
36882,1999,UTTAR PRADESH,AKBARPUR (SC),AD,7.24
36883,1999,UTTAR PRADESH,AKBARPUR (SC),INC,2.64
36884,1999,UTTAR PRADESH,AKBARPUR (SC),CPM,0.71
36885,1999,UTTAR PRADESH,AKBARPUR (SC),NLP,0.35
36886,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.25
36887,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.21
36888,1999,UTTAR PRADESH,AKBARPUR (SC),AJBP,0.21
36889,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.19
36890,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.13
36891,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.11
36892,1999,UTTAR PRADESH,AKBARPUR (SC),IND,0.1
36893,1999,UTTAR PRADESH,AKBARPUR (SC),MUL,0.03
36894,1999,UTTAR PRADESH,FAIZABAD,BJP,29.4
36895,1999,UTTAR PRADESH,FAIZABAD,BSP,20.64
36896,1999,UTTAR PRADESH,FAIZABAD,INC,16.17
36897,1999,UTTAR PRADESH,FAIZABAD,SP,12.97
36898,1999,UTTAR PRADESH,FAIZABAD,IND,12.07
36899,1999,UTTAR PRADESH,FAIZABAD,AD,2.47
36900,1999,UTTAR PRADESH,FAIZABAD,ABJS,1.13
36901,1999,UTTAR PRADESH,FAIZABAD,IND,0.99
36902,1999,UTTAR PRADESH,FAIZABAD,IND,0.99
36903,1999,UTTAR PRADESH,FAIZABAD,IND,0.56
36904,1999,UTTAR PRADESH,FAIZABAD,NLP,0.54
36905,1999,UTTAR PRADESH,FAIZABAD,BLKD,0.44
36906,1999,UTTAR PRADESH,FAIZABAD,IND,0.37
36907,1999,UTTAR PRADESH,FAIZABAD,IND,0.31
36908,1999,UTTAR PRADESH,FAIZABAD,IND,0.2
36909,1999,UTTAR PRADESH,FAIZABAD,SSJP,0.2
36910,1999,UTTAR PRADESH,FAIZABAD,AJBP,0.14
36911,1999,UTTAR PRADESH,FAIZABAD,IND,0.13
36912,1999,UTTAR PRADESH,FAIZABAD,IND,0.13
36913,1999,UTTAR PRADESH,FAIZABAD,IND,0.07
36914,1999,UTTAR PRADESH,FAIZABAD,IND,0.07
36915,1999,UTTAR PRADESH,BARA BANKI (SC),SP,33.97
36916,1999,UTTAR PRADESH,BARA BANKI (SC),BJP,25.07
36917,1999,UTTAR PRADESH,BARA BANKI (SC),INC,20.25
36918,1999,UTTAR PRADESH,BARA BANKI (SC),BSP,17.63
36919,1999,UTTAR PRADESH,BARA BANKI (SC),AIMLF,0.72
36920,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.43
36921,1999,UTTAR PRADESH,BARA BANKI (SC),AD,0.4
36922,1999,UTTAR PRADESH,BARA BANKI (SC),SHS,0.4
36923,1999,UTTAR PRADESH,BARA BANKI (SC),AJBP,0.3
36924,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.26
36925,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.25
36926,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.21
36927,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.07
36928,1999,UTTAR PRADESH,BARA BANKI (SC),IND,0.05
36929,1999,UTTAR PRADESH,KAISERGANJ,SP,36.8
36930,1999,UTTAR PRADESH,KAISERGANJ,BJP,28.69
36931,1999,UTTAR PRADESH,KAISERGANJ,BSP,18.36
36932,1999,UTTAR PRADESH,KAISERGANJ,INC,11.1
36933,1999,UTTAR PRADESH,KAISERGANJ,IND,1.23
36934,1999,UTTAR PRADESH,KAISERGANJ,IND,0.91
36935,1999,UTTAR PRADESH,KAISERGANJ,BRPP,0.55
36936,1999,UTTAR PRADESH,KAISERGANJ,GSP,0.5
36937,1999,UTTAR PRADESH,KAISERGANJ,IND,0.34
36938,1999,UTTAR PRADESH,KAISERGANJ,IND,0.25
36939,1999,UTTAR PRADESH,KAISERGANJ,AJBP,0.23
36940,1999,UTTAR PRADESH,KAISERGANJ,IND,0.18
36941,1999,UTTAR PRADESH,KAISERGANJ,IND,0.16
36942,1999,UTTAR PRADESH,KAISERGANJ,IND,0.15
36943,1999,UTTAR PRADESH,KAISERGANJ,IND,0.13
36944,1999,UTTAR PRADESH,KAISERGANJ,IND,0.11
36945,1999,UTTAR PRADESH,KAISERGANJ,IND,0.09
36946,1999,UTTAR PRADESH,KAISERGANJ,IND,0.09
36947,1999,UTTAR PRADESH,KAISERGANJ,IND,0.08
36948,1999,UTTAR PRADESH,KAISERGANJ,IND,0.06
36949,1999,UTTAR PRADESH,BAHRAICH,BJP,37.63
36950,1999,UTTAR PRADESH,BAHRAICH,BSP,36.67
36951,1999,UTTAR PRADESH,BAHRAICH,SP,16.28
36952,1999,UTTAR PRADESH,BAHRAICH,INC,4.52
36953,1999,UTTAR PRADESH,BAHRAICH,IND,1.98
36954,1999,UTTAR PRADESH,BAHRAICH,IND,0.84
36955,1999,UTTAR PRADESH,BAHRAICH,AD,0.65
36956,1999,UTTAR PRADESH,BAHRAICH,BRPP,0.49
36957,1999,UTTAR PRADESH,BAHRAICH,IND,0.41
36958,1999,UTTAR PRADESH,BAHRAICH,JP,0.36
36959,1999,UTTAR PRADESH,BAHRAICH,IND,0.17
36960,1999,UTTAR PRADESH,BALRAMPUR,SP,38.31
36961,1999,UTTAR PRADESH,BALRAMPUR,BJP,35.29
36962,1999,UTTAR PRADESH,BALRAMPUR,BSP,14.83
36963,1999,UTTAR PRADESH,BALRAMPUR,INC,6.24
36964,1999,UTTAR PRADESH,BALRAMPUR,IND,1.61
36965,1999,UTTAR PRADESH,BALRAMPUR,IND,0.92
36966,1999,UTTAR PRADESH,BALRAMPUR,IND,0.53
36967,1999,UTTAR PRADESH,BALRAMPUR,IND,0.48
36968,1999,UTTAR PRADESH,BALRAMPUR,IND,0.41
36969,1999,UTTAR PRADESH,BALRAMPUR,IND,0.35
36970,1999,UTTAR PRADESH,BALRAMPUR,IND,0.28
36971,1999,UTTAR PRADESH,BALRAMPUR,IND,0.27
36972,1999,UTTAR PRADESH,BALRAMPUR,IND,0.22
36973,1999,UTTAR PRADESH,BALRAMPUR,IND,0.1
36974,1999,UTTAR PRADESH,BALRAMPUR,IND,0.06
36975,1999,UTTAR PRADESH,BALRAMPUR,IND,0.06
36976,1999,UTTAR PRADESH,BALRAMPUR,IND,0.04
36977,1999,UTTAR PRADESH,GONDA,BJP,42.14
36978,1999,UTTAR PRADESH,GONDA,SP,31.88
36979,1999,UTTAR PRADESH,GONDA,INC,11.23
36980,1999,UTTAR PRADESH,GONDA,BSP,5.65
36981,1999,UTTAR PRADESH,GONDA,CPI,1.49
36982,1999,UTTAR PRADESH,GONDA,IND,1.11
36983,1999,UTTAR PRADESH,GONDA,IND,0.84
36984,1999,UTTAR PRADESH,GONDA,IND,0.66
36985,1999,UTTAR PRADESH,GONDA,IND,0.64
36986,1999,UTTAR PRADESH,GONDA,AD,0.59
36987,1999,UTTAR PRADESH,GONDA,NLP,0.44
36988,1999,UTTAR PRADESH,GONDA,IND,0.32
36989,1999,UTTAR PRADESH,GONDA,CPI(ML)(L),0.32
36990,1999,UTTAR PRADESH,GONDA,IND,0.31
36991,1999,UTTAR PRADESH,GONDA,IND,0.3
36992,1999,UTTAR PRADESH,GONDA,IND,0.27
36993,1999,UTTAR PRADESH,GONDA,IND,0.26
36994,1999,UTTAR PRADESH,GONDA,IND,0.23
36995,1999,UTTAR PRADESH,GONDA,IND,0.19
36996,1999,UTTAR PRADESH,GONDA,IND,0.18
36997,1999,UTTAR PRADESH,GONDA,IND,0.15
36998,1999,UTTAR PRADESH,GONDA,IND,0.13
36999,1999,UTTAR PRADESH,GONDA,IND,0.12
37000,1999,UTTAR PRADESH,GONDA,IND,0.11
37001,1999,UTTAR PRADESH,GONDA,IND,0.08
37002,1999,UTTAR PRADESH,GONDA,IND,0.07
37003,1999,UTTAR PRADESH,GONDA,IND,0.07
37004,1999,UTTAR PRADESH,GONDA,IND,0.06
37005,1999,UTTAR PRADESH,GONDA,AJBP,0.06
37006,1999,UTTAR PRADESH,GONDA,IND,0.04
37007,1999,UTTAR PRADESH,GONDA,IND,0.04
37008,1999,UTTAR PRADESH,GONDA,IND,0.03
37009,1999,UTTAR PRADESH,BASTI (SC),BJP,29.79
37010,1999,UTTAR PRADESH,BASTI (SC),BSP,29.48
37011,1999,UTTAR PRADESH,BASTI (SC),SP,24.64
37012,1999,UTTAR PRADESH,BASTI (SC),INC,13.43
37013,1999,UTTAR PRADESH,BASTI (SC),AD,1.52
37014,1999,UTTAR PRADESH,BASTI (SC),IND,0.44
37015,1999,UTTAR PRADESH,BASTI (SC),IND,0.28
37016,1999,UTTAR PRADESH,BASTI (SC),SHS,0.23
37017,1999,UTTAR PRADESH,BASTI (SC),IND,0.2
37018,1999,UTTAR PRADESH,DOMARIAGANJ,BJP,32.13
37019,1999,UTTAR PRADESH,DOMARIAGANJ,INC,26.36
37020,1999,UTTAR PRADESH,DOMARIAGANJ,SP,24.54
37021,1999,UTTAR PRADESH,DOMARIAGANJ,BSP,15.58
37022,1999,UTTAR PRADESH,DOMARIAGANJ,AD,0.47
37023,1999,UTTAR PRADESH,DOMARIAGANJ,JD(S),0.46
37024,1999,UTTAR PRADESH,DOMARIAGANJ,NLP,0.32
37025,1999,UTTAR PRADESH,DOMARIAGANJ,IND,0.15
37026,1999,UTTAR PRADESH,KHALILABAD,SP,35.64
37027,1999,UTTAR PRADESH,KHALILABAD,BSP,31.12
37028,1999,UTTAR PRADESH,KHALILABAD,BJP,24.14
37029,1999,UTTAR PRADESH,KHALILABAD,INC,6.18
37030,1999,UTTAR PRADESH,KHALILABAD,IND,0.57
37031,1999,UTTAR PRADESH,KHALILABAD,AD,0.56
37032,1999,UTTAR PRADESH,KHALILABAD,BRPP,0.49
37033,1999,UTTAR PRADESH,KHALILABAD,IND,0.3
37034,1999,UTTAR PRADESH,KHALILABAD,IND,0.28
37035,1999,UTTAR PRADESH,KHALILABAD,IND,0.2
37036,1999,UTTAR PRADESH,KHALILABAD,AJBP,0.2
37037,1999,UTTAR PRADESH,KHALILABAD,SSD,0.19
37038,1999,UTTAR PRADESH,KHALILABAD,IND,0.09
37039,1999,UTTAR PRADESH,KHALILABAD,IND,0.06
37040,1999,UTTAR PRADESH,BANSGAON (SC),BJP,30.84
37041,1999,UTTAR PRADESH,BANSGAON (SC),SP,29.23
37042,1999,UTTAR PRADESH,BANSGAON (SC),BSP,22.92
37043,1999,UTTAR PRADESH,BANSGAON (SC),INC,15.76
37044,1999,UTTAR PRADESH,BANSGAON (SC),ASP,0.56
37045,1999,UTTAR PRADESH,BANSGAON (SC),IND,0.26
37046,1999,UTTAR PRADESH,BANSGAON (SC),AJBP,0.25
37047,1999,UTTAR PRADESH,BANSGAON (SC),IND,0.09
37048,1999,UTTAR PRADESH,BANSGAON (SC),IND,0.09
37049,1999,UTTAR PRADESH,GORAKHPUR,BJP,41.1
37050,1999,UTTAR PRADESH,GORAKHPUR,SP,39.97
37051,1999,UTTAR PRADESH,GORAKHPUR,BSP,14.43
37052,1999,UTTAR PRADESH,GORAKHPUR,INC,3.08
37053,1999,UTTAR PRADESH,GORAKHPUR,JD(S),0.42
37054,1999,UTTAR PRADESH,GORAKHPUR,NLP,0.32
37055,1999,UTTAR PRADESH,GORAKHPUR,IND,0.31
37056,1999,UTTAR PRADESH,GORAKHPUR,IND,0.18
37057,1999,UTTAR PRADESH,GORAKHPUR,AJBP,0.13
37058,1999,UTTAR PRADESH,GORAKHPUR,IND,0.06
37059,1999,UTTAR PRADESH,MAHARAJGANJ,SP,35.42
37060,1999,UTTAR PRADESH,MAHARAJGANJ,BJP,33.85
37061,1999,UTTAR PRADESH,MAHARAJGANJ,BSP,25.31
37062,1999,UTTAR PRADESH,MAHARAJGANJ,INC,3.62
37063,1999,UTTAR PRADESH,MAHARAJGANJ,IND,0.45
37064,1999,UTTAR PRADESH,MAHARAJGANJ,IND,0.41
37065,1999,UTTAR PRADESH,MAHARAJGANJ,NLP,0.37
37066,1999,UTTAR PRADESH,MAHARAJGANJ,IND,0.29
37067,1999,UTTAR PRADESH,MAHARAJGANJ,AJBP,0.12
37068,1999,UTTAR PRADESH,MAHARAJGANJ,IND,0.08
37069,1999,UTTAR PRADESH,MAHARAJGANJ,IND,0.07
37070,1999,UTTAR PRADESH,PADRAUNA,BJP,28.28
37071,1999,UTTAR PRADESH,PADRAUNA,SP,24.44
37072,1999,UTTAR PRADESH,PADRAUNA,INC,22.41
37073,1999,UTTAR PRADESH,PADRAUNA,BSP,19.22
37074,1999,UTTAR PRADESH,PADRAUNA,NLP,2.33
37075,1999,UTTAR PRADESH,PADRAUNA,CPI,1.4
37076,1999,UTTAR PRADESH,PADRAUNA,IND,0.68
37077,1999,UTTAR PRADESH,PADRAUNA,IND,0.5
37078,1999,UTTAR PRADESH,PADRAUNA,IND,0.31
37079,1999,UTTAR PRADESH,PADRAUNA,IND,0.3
37080,1999,UTTAR PRADESH,PADRAUNA,AJBP,0.12
37081,1999,UTTAR PRADESH,DEORIA,BJP,36.28
37082,1999,UTTAR PRADESH,DEORIA,SP,30.21
37083,1999,UTTAR PRADESH,DEORIA,BSP,19.45
37084,1999,UTTAR PRADESH,DEORIA,INC,9.99
37085,1999,UTTAR PRADESH,DEORIA,AD,2.09
37086,1999,UTTAR PRADESH,DEORIA,NLP,0.89
37087,1999,UTTAR PRADESH,DEORIA,IND,0.48
37088,1999,UTTAR PRADESH,DEORIA,JD(S),0.35
37089,1999,UTTAR PRADESH,DEORIA,AJBP,0.27
37090,1999,UTTAR PRADESH,SALEMPUR,BSP,26.8
37091,1999,UTTAR PRADESH,SALEMPUR,SP,25.38
37092,1999,UTTAR PRADESH,SALEMPUR,JD(U),23.68
37093,1999,UTTAR PRADESH,SALEMPUR,INC,18.35
37094,1999,UTTAR PRADESH,SALEMPUR,CPI(ML)(L),1.97
37095,1999,UTTAR PRADESH,SALEMPUR,IND,0.93
37096,1999,UTTAR PRADESH,SALEMPUR,IND,0.6
37097,1999,UTTAR PRADESH,SALEMPUR,SVSP,0.58
37098,1999,UTTAR PRADESH,SALEMPUR,IND,0.55
37099,1999,UTTAR PRADESH,SALEMPUR,IND,0.39
37100,1999,UTTAR PRADESH,SALEMPUR,AJBP,0.36
37101,1999,UTTAR PRADESH,SALEMPUR,IND,0.21
37102,1999,UTTAR PRADESH,SALEMPUR,IND,0.12
37103,1999,UTTAR PRADESH,SALEMPUR,IND,0.09
37104,1999,UTTAR PRADESH,BALLIA,SJP(R),38.62
37105,1999,UTTAR PRADESH,BALLIA,BJP,29.51
37106,1999,UTTAR PRADESH,BALLIA,BSP,23.35
37107,1999,UTTAR PRADESH,BALLIA,INC,5.97
37108,1999,UTTAR PRADESH,BALLIA,AD,0.92
37109,1999,UTTAR PRADESH,BALLIA,IND,0.43
37110,1999,UTTAR PRADESH,BALLIA,IND,0.42
37111,1999,UTTAR PRADESH,BALLIA,IND,0.42
37112,1999,UTTAR PRADESH,BALLIA,IND,0.23
37113,1999,UTTAR PRADESH,BALLIA,IND,0.12
37114,1999,UTTAR PRADESH,GHOSI,BSP,30.57
37115,1999,UTTAR PRADESH,GHOSI,JD(U),25.18
37116,1999,UTTAR PRADESH,GHOSI,SP,24.91
37117,1999,UTTAR PRADESH,GHOSI,INC,10.22
37118,1999,UTTAR PRADESH,GHOSI,CPI,3.91
37119,1999,UTTAR PRADESH,GHOSI,AD,2.46
37120,1999,UTTAR PRADESH,GHOSI,IND,0.63
37121,1999,UTTAR PRADESH,GHOSI,NLP,0.46
37122,1999,UTTAR PRADESH,GHOSI,IND,0.46
37123,1999,UTTAR PRADESH,GHOSI,IND,0.36
37124,1999,UTTAR PRADESH,GHOSI,IND,0.32
37125,1999,UTTAR PRADESH,GHOSI,IND,0.18
37126,1999,UTTAR PRADESH,GHOSI,AJBP,0.16
37127,1999,UTTAR PRADESH,GHOSI,IND,0.08
37128,1999,UTTAR PRADESH,GHOSI,IND,0.06
37129,1999,UTTAR PRADESH,GHOSI,IND,0.04
37130,1999,UTTAR PRADESH,AZAMGARH,SP,34.86
37131,1999,UTTAR PRADESH,AZAMGARH,BSP,30.73
37132,1999,UTTAR PRADESH,AZAMGARH,BJP,24.79
37133,1999,UTTAR PRADESH,AZAMGARH,INC,5.58
37134,1999,UTTAR PRADESH,AZAMGARH,IND,1.01
37135,1999,UTTAR PRADESH,AZAMGARH,AD,0.9
37136,1999,UTTAR PRADESH,AZAMGARH,NLP,0.54
37137,1999,UTTAR PRADESH,AZAMGARH,BRPP,0.4
37138,1999,UTTAR PRADESH,AZAMGARH,IND,0.26
37139,1999,UTTAR PRADESH,AZAMGARH,IND,0.24
37140,1999,UTTAR PRADESH,AZAMGARH,IND,0.21
37141,1999,UTTAR PRADESH,AZAMGARH,IND,0.16
37142,1999,UTTAR PRADESH,AZAMGARH,MUL,0.12
37143,1999,UTTAR PRADESH,AZAMGARH,AJBP,0.12
37144,1999,UTTAR PRADESH,AZAMGARH,IND,0.07
37145,1999,UTTAR PRADESH,LALGANJ (SC),BSP,33.28
37146,1999,UTTAR PRADESH,LALGANJ (SC),SP,28.77
37147,1999,UTTAR PRADESH,LALGANJ (SC),BJP,24.07
37148,1999,UTTAR PRADESH,LALGANJ (SC),INC,8.25
37149,1999,UTTAR PRADESH,LALGANJ (SC),CPI,2.02
37150,1999,UTTAR PRADESH,LALGANJ (SC),AD,1.21
37151,1999,UTTAR PRADESH,LALGANJ (SC),NLP,0.7
37152,1999,UTTAR PRADESH,LALGANJ (SC),IND,0.68
37153,1999,UTTAR PRADESH,LALGANJ (SC),IND,0.49
37154,1999,UTTAR PRADESH,LALGANJ (SC),IND,0.28
37155,1999,UTTAR PRADESH,LALGANJ (SC),IND,0.16
37156,1999,UTTAR PRADESH,LALGANJ (SC),JD(S),0.09
37157,1999,UTTAR PRADESH,MACHHLISHAHR,SP,30.8
37158,1999,UTTAR PRADESH,MACHHLISHAHR,BJP,27.57
37159,1999,UTTAR PRADESH,MACHHLISHAHR,BSP,21.0
37160,1999,UTTAR PRADESH,MACHHLISHAHR,AD,9.87
37161,1999,UTTAR PRADESH,MACHHLISHAHR,INC,7.71
37162,1999,UTTAR PRADESH,MACHHLISHAHR,NLP,0.54
37163,1999,UTTAR PRADESH,MACHHLISHAHR,SHS,0.44
37164,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.35
37165,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.35
37166,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.33
37167,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.28
37168,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.23
37169,1999,UTTAR PRADESH,MACHHLISHAHR,AJBP,0.21
37170,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.13
37171,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.09
37172,1999,UTTAR PRADESH,MACHHLISHAHR,IND,0.08
37173,1999,UTTAR PRADESH,JAUNPUR,BJP,29.99
37174,1999,UTTAR PRADESH,JAUNPUR,SP,28.74
37175,1999,UTTAR PRADESH,JAUNPUR,BSP,26.31
37176,1999,UTTAR PRADESH,JAUNPUR,AD,6.47
37177,1999,UTTAR PRADESH,JAUNPUR,INC,5.6
37178,1999,UTTAR PRADESH,JAUNPUR,IND,0.48
37179,1999,UTTAR PRADESH,JAUNPUR,NLP,0.45
37180,1999,UTTAR PRADESH,JAUNPUR,IND,0.39
37181,1999,UTTAR PRADESH,JAUNPUR,IND,0.33
37182,1999,UTTAR PRADESH,JAUNPUR,IND,0.31
37183,1999,UTTAR PRADESH,JAUNPUR,IND,0.28
37184,1999,UTTAR PRADESH,JAUNPUR,IND,0.25
37185,1999,UTTAR PRADESH,JAUNPUR,AJBP,0.18
37186,1999,UTTAR PRADESH,JAUNPUR,IND,0.11
37187,1999,UTTAR PRADESH,JAUNPUR,IND,0.06
37188,1999,UTTAR PRADESH,JAUNPUR,IND,0.04
37189,1999,UTTAR PRADESH,SAIDPUR (SC),SP,33.74
37190,1999,UTTAR PRADESH,SAIDPUR (SC),BSP,29.28
37191,1999,UTTAR PRADESH,SAIDPUR (SC),BJP,27.1
37192,1999,UTTAR PRADESH,SAIDPUR (SC),INC,6.16
37193,1999,UTTAR PRADESH,SAIDPUR (SC),AD,1.55
37194,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.56
37195,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.53
37196,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.37
37197,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.35
37198,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.3
37199,1999,UTTAR PRADESH,SAIDPUR (SC),IND,0.06
37200,1999,UTTAR PRADESH,GHAZIPUR,BJP,32.78
37201,1999,UTTAR PRADESH,GHAZIPUR,SP,31.27
37202,1999,UTTAR PRADESH,GHAZIPUR,BSP,23.39
37203,1999,UTTAR PRADESH,GHAZIPUR,INC,5.47
37204,1999,UTTAR PRADESH,GHAZIPUR,CPI,1.97
37205,1999,UTTAR PRADESH,GHAZIPUR,PMSP,1.32
37206,1999,UTTAR PRADESH,GHAZIPUR,SSD,1.1
37207,1999,UTTAR PRADESH,GHAZIPUR,IND,0.57
37208,1999,UTTAR PRADESH,GHAZIPUR,NLP,0.47
37209,1999,UTTAR PRADESH,GHAZIPUR,IND,0.45
37210,1999,UTTAR PRADESH,GHAZIPUR,CPI(ML)(L),0.33
37211,1999,UTTAR PRADESH,GHAZIPUR,IND,0.23
37212,1999,UTTAR PRADESH,GHAZIPUR,IND,0.18
37213,1999,UTTAR PRADESH,GHAZIPUR,IND,0.16
37214,1999,UTTAR PRADESH,GHAZIPUR,IND,0.16
37215,1999,UTTAR PRADESH,GHAZIPUR,AD,0.1
37216,1999,UTTAR PRADESH,GHAZIPUR,IND,0.05
37217,1999,UTTAR PRADESH,CHANDAULI,SP,36.52
37218,1999,UTTAR PRADESH,CHANDAULI,BJP,26.41
37219,1999,UTTAR PRADESH,CHANDAULI,BSP,26.03
37220,1999,UTTAR PRADESH,CHANDAULI,JD(S),2.06
37221,1999,UTTAR PRADESH,CHANDAULI,PMSP,1.68
37222,1999,UTTAR PRADESH,CHANDAULI,JP,1.66
37223,1999,UTTAR PRADESH,CHANDAULI,CPI(ML)(L),1.28
37224,1999,UTTAR PRADESH,CHANDAULI,CPM,1.19
37225,1999,UTTAR PRADESH,CHANDAULI,AD,1.13
37226,1999,UTTAR PRADESH,CHANDAULI,IND,0.62
37227,1999,UTTAR PRADESH,CHANDAULI,GGP,0.34
37228,1999,UTTAR PRADESH,CHANDAULI,SHS,0.27
37229,1999,UTTAR PRADESH,CHANDAULI,SSD,0.21
37230,1999,UTTAR PRADESH,CHANDAULI,IND,0.12
37231,1999,UTTAR PRADESH,CHANDAULI,IND,0.12
37232,1999,UTTAR PRADESH,CHANDAULI,IND,0.11
37233,1999,UTTAR PRADESH,CHANDAULI,IND,0.11
37234,1999,UTTAR PRADESH,CHANDAULI,IND,0.08
37235,1999,UTTAR PRADESH,CHANDAULI,IND,0.07
37236,1999,UTTAR PRADESH,VARANASI,BJP,33.95
37237,1999,UTTAR PRADESH,VARANASI,INC,25.48
37238,1999,UTTAR PRADESH,VARANASI,AD,13.34
37239,1999,UTTAR PRADESH,VARANASI,SP,12.56
37240,1999,UTTAR PRADESH,VARANASI,BSP,12.02
37241,1999,UTTAR PRADESH,VARANASI,CPI,1.25
37242,1999,UTTAR PRADESH,VARANASI,PMSP,0.37
37243,1999,UTTAR PRADESH,VARANASI,SSD,0.32
37244,1999,UTTAR PRADESH,VARANASI,ABBP,0.26
37245,1999,UTTAR PRADESH,VARANASI,IND,0.2
37246,1999,UTTAR PRADESH,VARANASI,AJBP,0.12
37247,1999,UTTAR PRADESH,VARANASI,SHS,0.12
37248,1999,UTTAR PRADESH,ROBERTSGANJ (SC),BJP,27.02
37249,1999,UTTAR PRADESH,ROBERTSGANJ (SC),SP,24.87
37250,1999,UTTAR PRADESH,ROBERTSGANJ (SC),BSP,21.27
37251,1999,UTTAR PRADESH,ROBERTSGANJ (SC),AD,12.61
37252,1999,UTTAR PRADESH,ROBERTSGANJ (SC),INC,11.86
37253,1999,UTTAR PRADESH,ROBERTSGANJ (SC),PMSP,1.1
37254,1999,UTTAR PRADESH,ROBERTSGANJ (SC),JD(S),0.55
37255,1999,UTTAR PRADESH,ROBERTSGANJ (SC),IND,0.44
37256,1999,UTTAR PRADESH,ROBERTSGANJ (SC),IND,0.28
37257,1999,UTTAR PRADESH,MIRZAPUR,SP,37.72
37258,1999,UTTAR PRADESH,MIRZAPUR,BJP,26.76
37259,1999,UTTAR PRADESH,MIRZAPUR,BSP,17.5
37260,1999,UTTAR PRADESH,MIRZAPUR,INC,12.14
37261,1999,UTTAR PRADESH,MIRZAPUR,AD,2.54
37262,1999,UTTAR PRADESH,MIRZAPUR,NLP,1.06
